class_label,1_thumb_cmc_x,1_thumb_cmc_y,2_thumb_mcp_x,2_thumb_mcp_y,3_thumb_ip_x,3_thumb_ip_y,4_thumb_tip_x,4_thumb_tip_y,5_index_finger_mcp_x,5_index_finger_mcp_y,6_index_finger_pip_x,6_index_finger_dip_y,7_index_finger_dip_x,7_index_finger_dip_y,8_index_finger_tip_x,8_index_finger_tip_y,9_middle_finger_mcp_x,9_middle_finger_mcp_y,10_middle_finger_pip_x,10_middle_finger_pip_y,11_middle_finger_dip_x,11_middle_finger_dip_y,12_middle_finger_tip_x,12_middle_finger_tip_y,13_ring_finger_mcp_x,13_ring_finger_mcp_y,14_ring_finger_pip_x,14_ring_finger_pip_y,15_ring_finger_dip_x,15_ring_finger_dip_y,16_ring_finger_tip_x,16_ring_finger_tip_y,17_pinky_mcp_x,17_pinky_mcp_y,18_pinky_pip_x,18_pinky_pip_y,19_pinky_dip_x,19_pinky_dip_y,20_pinky_tip_x,20_pinky_tip_y
0,0.13226171150278293,-0.25975940952031856,0.3341213474025974,-0.5139862156857875,0.457269321080705,-0.7285587551363452,0.45887023133116883,-0.9042867557348978,0.5950773278061224,-0.4695053327452596,0.999325284090909,-0.40176695618714453,0.8786370158858998,-0.3393639184069699,0.7209716343923933,-0.34759260196535247,0.6173074414424861,-0.2908061818160098,1.0,-0.22662336172161834,0.8603051803107606,-0.1779798032509831,0.7095648770871985,-0.18904485277775246,0.6254072935992578,-0.10944160135453962,0.9654550527597403,-0.06942471362056103,0.822968967416512,-0.03349426769573283,0.6723478809137291,-0.04264294294228212,0.6208458951762523,0.0694358736085774,0.9017849895640074,0.07312291359308545,0.769395364679963,0.09571324426510222,0.6323932484925788,0.09487514488336556
0,0.11896680787653305,-0.26810401736819856,0.3106642688248175,-0.5209796394082956,0.4208663263744198,-0.7381566501744807,0.4371296910460457,-0.9178225697177249,0.5918093617877854,-0.4981037330424275,0.9969407247064612,-0.4285336328334752,0.8924053508311486,-0.35311548607814747,0.7412986787872773,-0.3575231553126038,0.6240872672780557,-0.32914395708183836,1.0,-0.25294813673265065,0.8690955881993191,-0.19282230049918153,0.7214794395312606,-0.20712489392983072,0.6390554898160451,-0.14997277987475566,0.9713845579637262,-0.09282190538707467,0.8433818097182489,-0.04583641320638201,0.7005390950500129,-0.0616035555131348,0.6389419115123668,0.02770882468945544,0.9131838899136175,0.05419590076612237,0.7877787648411896,0.08217743028227506,0.653314634267378,0.07122693697706235
0,0.10847980411753975,-0.29168115283653984,0.28013581252424763,-0.5575953040435401,0.39162521549896845,-0.7770532004220624,0.41748701867614907,-0.9469597412236065,0.6259684607143132,-0.5286658723264759,0.9921305943018347,-0.47428001586796387,0.8892046257447721,-0.40452265229553835,0.7367460105392163,-0.39959913256072976,0.6829811054615339,-0.3561398457924992,1.0,-0.30077110815402097,0.8835114063507642,-0.2385737766707726,0.7386861435769103,-0.24419270320937694,0.711256754013869,-0.17363480580643134,0.9759477779519183,-0.13435629654723422,0.8633641797678906,-0.0863253971141642,0.7291181178429292,-0.0943337027144745,0.7165719670206288,0.006842017322644948,0.9336449450557921,0.02183575950920939,0.8118125550790956,0.05304025877639347,0.6836765794051072,0.0479297287998245
0,0.0646685885252521,-0.28228820496146,0.2233232990029425,-0.5648490168930062,0.322580029097835,-0.7966288131476102,0.34534135964889606,-0.9694335154729806,0.5672343214305612,-0.5408189100211969,0.967879660406554,-0.55078012674117,0.8797771482628317,-0.477165050811898,0.7158238288638347,-0.4485190626350071,0.6302722594704377,-0.3576316354199158,1.0,-0.3647399609355529,0.8818835248012232,-0.30590913798976327,0.7143104944621639,-0.28723305834928314,0.6712276345573838,-0.16314394589633996,0.9640761494822297,-0.18389262867460532,0.8465574550135179,-0.14348819318799957,0.6937240346623795,-0.12594837100544365,0.6916256993732995,0.02713716785984894,0.8989769233376009,-0.014458441561263576,0.7726912568070612,0.014972312284585346,0.6396697516345276,0.030566484527019336
0,0.11279402287925842,-0.2946972860240873,0.2881776321486896,-0.5647806136350043,0.4007374321716804,-0.7875035165171086,0.4191763183433787,-0.9642590338493845,0.5941377100955907,-0.5266489004100203,0.9779799696311575,-0.5003836326341649,0.8787038415322119,-0.4324452835475732,0.7257860565284536,-0.42242480191209925,0.6508076219815685,-0.35225837927879833,1.0,-0.3124462831244836,0.875124392368896,-0.2569341840905013,0.721743554942056,-0.2561150017388762,0.6861091669586747,-0.1690724812323205,0.9941076001310415,-0.15156299494286074,0.8705325457281603,-0.10741104596170928,0.7257986922351733,-0.10291073473610061,0.7013000601274727,0.010317793465812809,0.9472063222912666,-0.004029319445951963,0.8223721659419626,0.028640647393568596,0.6919813805156786,0.03574096615061547
0,0.10738707839533718,-0.289722640397706,0.2877562905092155,-0.5618810942595602,0.40586483945052426,-0.7915390510448961,0.424947185184625,-0.9625294555441487,0.5922422094996079,-0.5454235588663829,0.9912272574867207,-0.5132669407945136,0.881535990964759,-0.42624636777337843,0.7227839836236257,-0.4152700367311912,0.644913643365123,-0.37328900385585856,1.0,-0.33072959918911815,0.8807228129750497,-0.2612639777847024,0.7383975997620182,-0.2604569018217557,0.6782336154325143,-0.18785798429420103,0.9813425992452145,-0.16487940664805037,0.8543228107061555,-0.1108896907099652,0.7132130315199826,-0.10594439151467645,0.6947224890273754,-0.0018672726639257613,0.9518841590847785,-0.008921211727731637,0.8212031000657979,0.028135440443376864,0.6870050974490066,0.03747054445585128
0,0.131623405753657,-0.28405938141318215,0.33563876947640225,-0.5547786300907512,0.45696767176532205,-0.7826806540800584,0.4537294855734695,-0.9753539950708591,0.5331912479058883,-0.5654646216064256,0.9816508134481705,-0.5241113672366238,0.8720383393024412,-0.4413164221869796,0.7215378237423529,-0.4442284337689053,0.5466760905035148,-0.3900218596224979,1.0,-0.3361744405839862,0.8686916141446183,-0.26812146024652617,0.7161770264112555,-0.2816766352245655,0.5582932921955667,-0.20150179431036697,0.9751050788850286,-0.16328543671871085,0.8382390484022775,-0.11139443623655639,0.6865786430638302,-0.1235295209344224,0.5605620134813103,-0.012884952475439013,0.9001826858513036,-0.004169505281871766,0.7758474468777226,0.024646004929140874,0.6363286341527169,0.017696428728411342
0,0.1448941570651624,-0.2803119075489595,0.3679273801343412,-0.5591152042441234,0.4754096286708109,-0.7984846204797952,0.46853842732420325,-1.0,0.5131674443751965,-0.5991769209136065,0.9863970921158466,-0.5585779509843707,0.8869069972460595,-0.4623571950153012,0.7313056980466731,-0.4547131503932919,0.5143566459455284,-0.4230636217638374,1.0,-0.3730009306530853,0.8835311562821271,-0.297768591167615,0.7290305010893247,-0.3002412358875618,0.5251227154811938,-0.23223433215619183,0.9663318125402837,-0.20514748600319963,0.8403506879524426,-0.14646299405097438,0.6894552577890706,-0.14788873114178613,0.5370936339762745,-0.04133589113887515,0.9066137185653941,-0.04739423303454579,0.788503230686461,-0.012454500376825073,0.6451728137601143,-0.00896655569548587
0,0.13689965694682676,-0.2717537316671177,0.36125098695853414,-0.5562136330606889,0.4753335239184296,-0.79685403045296,0.47118999972773556,-0.9932307294177424,0.4943273707424651,-0.5832089773034794,0.9891873587628305,-0.5472859562764357,0.8825498924555528,-0.4512764475176001,0.7198868741321571,-0.4434587045144513,0.501322524435732,-0.4089279134775532,1.0,-0.3525606664652144,0.8748716953905633,-0.2799341677035148,0.7175933866971603,-0.2876011370746128,0.5163515205968037,-0.2192199693403279,0.9691629910969534,-0.18259893977181188,0.8351193879495766,-0.1272903429922609,0.6781691578861391,-0.13386678743284813,0.5344312396199189,-0.026799835577054322,0.8991267118625609,-0.022992387154496818,0.7763490702169947,0.006769270582257628,0.6315517030139671,0.0031131480761174093
0,0.13495261837465955,-0.26934578030526335,0.35217171105166184,-0.5529006960976155,0.46721123860598696,-0.7928217621556652,0.46357419956659335,-0.9835269393052282,0.4947792004866417,-0.565620645937234,0.9879433968322029,-0.5398265615634634,0.8830516742635385,-0.441309394299189,0.7204955349174735,-0.4326667511090961,0.506721186002699,-0.3965547488804473,1.0,-0.33825064486000117,0.8722468891837186,-0.26130133675522466,0.713902948539091,-0.2740469349962968,0.5225322077327558,-0.21476503499428434,0.9673470881420099,-0.1704614857684912,0.8326620260327068,-0.11199481034190897,0.6747651632766425,-0.12195696513908734,0.5388783419935255,-0.03042594892180039,0.8938188288492629,-0.018041322336877153,0.7736746729858278,0.01647306069477179,0.6302807407476454,0.011135509975057916
