class_label,1_thumb_cmc_x,1_thumb_cmc_y,2_thumb_mcp_x,2_thumb_mcp_y,3_thumb_ip_x,3_thumb_ip_y,4_thumb_tip_x,4_thumb_tip_y,5_index_finger_mcp_x,5_index_finger_mcp_y,6_index_finger_pip_x,6_index_finger_dip_y,7_index_finger_dip_x,7_index_finger_dip_y,8_index_finger_tip_x,8_index_finger_tip_y,9_middle_finger_mcp_x,9_middle_finger_mcp_y,10_middle_finger_pip_x,10_middle_finger_pip_y,11_middle_finger_dip_x,11_middle_finger_dip_y,12_middle_finger_tip_x,12_middle_finger_tip_y,13_ring_finger_mcp_x,13_ring_finger_mcp_y,14_ring_finger_pip_x,14_ring_finger_pip_y,15_ring_finger_dip_x,15_ring_finger_dip_y,16_ring_finger_tip_x,16_ring_finger_tip_y,17_pinky_mcp_x,17_pinky_mcp_y,18_pinky_pip_x,18_pinky_pip_y,19_pinky_dip_x,19_pinky_dip_y,20_pinky_tip_x,20_pinky_tip_y
2,0.284203347833575,-0.0696199198428832,0.4618859388397214,-0.2478879994733517,0.4049312858918019,-0.4120470785912786,0.2910659622104813,-0.5180422478475604,0.5091580230040871,-0.4641111165099522,0.6944939823071126,-0.6348384083310736,0.8154779431509044,-0.7414577184532216,0.9129309562566784,-0.8363736820079092,0.3181566915004138,-0.5108698003282147,0.3825364682003959,-0.7406099088240227,0.4184477148693219,-0.88027420191631,0.4314585798652199,-1.0,0.1241812363539392,-0.4924121900259719,0.1002831528673626,-0.662359697616133,0.0751521784622336,-0.5150666852665451,0.0414057826889707,-0.3957418295070353,-0.0703354315164512,-0.4323761710478262,-0.0870690437433216,-0.5279397865507205,-0.0771452672359354,-0.4292907333420063,-0.085667631497562,-0.3414047401476809
6,-0.2813045750285134,-0.0993806190936278,-0.4559504309220472,-0.2779480794798231,-0.4509717903938438,-0.4554578902520066,-0.34589979134847,-0.5734471857479444,-0.354777065106829,-0.5145054521658053,-0.4510637365716066,-0.741344256394376,-0.5045308712894745,-0.879786830899845,-0.5438743236983923,-1.0,-0.15096611221296,-0.513491528030144,-0.1869960434320308,-0.6158425223728697,-0.2279250630004257,-0.4368519598942308,-0.2475865569499925,-0.2937581140335127,0.0473692872672414,-0.4883683890562098,0.0407076569836869,-0.5845543021857247,-0.0506695497606084,-0.4177658942113804,-0.1112150990035513,-0.2836564723635966,0.2347651092213945,-0.4456519764549917,0.3540149782917668,-0.6131163338531103,0.4107250172290996,-0.716355251134222,0.4561256763016076,-0.8235736094136097
1,0.0859871720121183,0.292933282406655,0.2627498460159979,0.5636894229235658,0.3335110485845704,0.7973843394431522,0.3125592424946132,1.0,0.6281142983075754,0.4803351319801567,0.9217851301265124,0.6098202647709676,0.7562952398343646,0.586951333224492,0.5727349574706657,0.53330836644133,0.6909727502629031,0.3442176225661993,0.9657996980797944,0.4543720465323042,0.7039069171355667,0.425115537073478,0.5089212860399386,0.3668927512057067,0.727554201683715,0.1902151966364261,1.0,0.2879089231910817,0.7304754450563355,0.2804519415921776,0.5208884901386629,0.2335440971367317,0.7436970291607632,0.0173176471120539,0.9745361250285508,0.1004551351926095,0.7987406095202529,0.1273221943164469,0.6239970978394875,0.1063521730622254
6,-0.2692272665067102,-0.0750545597473711,-0.4842644381717704,-0.2473660897083313,-0.5352089657012503,-0.439272861308026,-0.5606854138012175,-0.5776323707985194,-0.5029777698576243,-0.4864515239219609,-0.6806136302997067,-0.6849185743070656,-0.7983322716608267,-0.8082677226506426,-0.887183676563686,-0.9118461436605436,-0.3249778722507687,-0.5290478397358439,-0.4095853766837026,-0.6270765944935387,-0.3596522275923925,-0.4297813214700744,-0.3031189050234667,-0.2787071958939212,-0.145128498473456,-0.549196087142693,-0.1955839510560769,-0.6602891074497919,-0.2007213301657095,-0.4722423601757413,-0.1864054886663588,-0.3211610741663355,0.0364064239883508,-0.5473708376263803,0.0743888655331876,-0.7581931605083819,0.0961451934787381,-0.8769331930475939,0.1128163234363139,-1.0
4,-0.269007280938309,-0.1035069334724356,-0.480863206807184,-0.2348775003069085,-0.6556392311749377,-0.3339099962639156,-0.8081367342752105,-0.4219404881196504,-0.2239324733255865,-0.4967031160184951,-0.4339369666803194,-0.5806128906878428,-0.6015912012589911,-0.5512800853405,-0.7105745744267778,-0.4853396357783044,-0.1493204954473727,-0.54332362158207,-0.279985476455318,-0.7343111599899484,-0.4212716690789758,-0.8572190856742214,-0.5286289163348706,-0.954402762752435,-0.0495205313658165,-0.5467775053149457,-0.072225743870262,-0.7551530708796816,-0.1629600630915274,-0.8924076936747604,-0.2481052311025329,-1.0,0.0563037933709885,-0.5080761802237485,0.1679736673795933,-0.6676088129046039,0.1918632657247894,-0.7895538547926252,0.1829058730914777,-0.894025112426004
0,-0.0094133509581489,-0.3116304933188228,-0.2117707368474212,-0.5652971468961416,-0.3760234103296757,-0.7792348481448654,-0.4109100441007837,-0.9623454521995716,-0.8297580689443989,-0.5261176666928453,-0.7213923069924372,-0.4883658603628367,-0.573608388407542,-0.4259488842265878,-0.4614533979808149,-0.3840606803469051,-0.9718493270652476,-0.3511410171545253,-0.8393561918855039,-0.3204234497537332,-0.6854543567109305,-0.2831523263511012,-0.5681189370440571,-0.2466104666165531,-1.0,-0.1622746294779594,-0.8712379762938748,-0.1487400567703717,-0.7407532845123803,-0.1289635480360368,-0.6153985203010701,-0.1069957422221224,-0.964767469870343,0.0126217309353648,-0.864799013373724,0.0233414861271611,-0.7330638040503141,0.0306805432453355,-0.6195220217341552,0.0376545478004285
3,0.3019603974903311,-0.2048400855914574,0.3629809476427681,-0.370699035736893,0.2041303809657427,-0.4976053291426485,-0.0267575271631002,-0.5593814683879887,0.5373404941479207,-0.4828774367093114,0.3223592381355514,-0.7149853658284002,0.1505619365610947,-0.678394888331109,0.0993033911558257,-0.6203726309276162,0.2815270807406425,-0.5113491528232107,0.0805280398467154,-0.7880453510453627,-0.0395438524077967,-0.9137034356970228,-0.1229463374645602,-1.0,-0.0022550724165786,-0.4999249197741897,-0.279726422534348,-0.6110371815401026,-0.2999490519789523,-0.5191259108331704,-0.2520818539333644,-0.4378762910886244,-0.2987033632876413,-0.4542496055051928,-0.4626595058520793,-0.4922171579027762,-0.4410714790200933,-0.4084258136172229,-0.3927738085034354,-0.3480627360010977
5,-0.1236167072494815,-0.2490653955149381,-0.2695639427238597,-0.4532228102470116,-0.3660622597705741,-0.624859842938047,-0.3920052413547746,-0.7715888482392329,-0.5259476921607862,-0.4089784412222287,-0.7230963402332901,-0.2920399034661793,-0.6480317853739951,-0.2314428464821496,-0.550268159552179,-0.2363427642566732,-0.5495021718951671,-0.2624312927899174,-0.7355779310604722,-0.1695802306077748,-0.6488605274919629,-0.1170470782529479,-0.5610038031119506,-0.11331367952643,-0.5457987006153929,-0.0975018118465275,-0.7463314588432133,-0.0210622341273191,-0.6607602423503829,0.0194268667396962,-0.5682786898465358,0.0198565472864606,-0.5137257419277883,0.0692258920442415,-0.7418351735719727,0.1250090749176804,-0.8761891211868481,0.1857442499080856,-1.0,0.228411151760767
3,-0.2395985092543193,-0.1179878547020412,-0.4288606260516272,-0.2513096397544956,-0.6043829769770591,-0.3857117698998201,-0.7216487077810153,-0.4747208281039886,-0.2694256063528543,-0.4473287243990596,-0.2066726387121927,-0.6655194833357218,-0.1319574116633151,-0.6146015583644842,-0.1087940400952107,-0.5359092064249015,-0.0903559373332786,-0.4581153910289973,-0.0608795963803504,-0.7271214472780512,-0.0314042172815693,-0.8838505385101321,-0.0196667111257027,-1.0,0.0947346180284811,-0.4308833147221939,0.1153314421143349,-0.6367614452101231,0.1030270832478351,-0.5703851810785603,0.0849608974227438,-0.4888656357306202,0.2622854424016087,-0.3763896934924391,0.2783512922189847,-0.5463755620097519,0.2473193124923051,-0.4877158472031753,0.2220783359666762,-0.4152561075788988
6,0.246334188557959,-0.0826568162875825,0.3659800289369363,-0.2788738519900853,0.2929852085976774,-0.4564562091507285,0.188884961692887,-0.5813387104390275,0.4452489263074384,-0.5288183099380684,0.5655391093628026,-0.7437628247340716,0.6259542450587257,-0.8794853727995847,0.6699877183302014,-1.0,0.2447810531722561,-0.5608418751324533,0.1775288670096041,-0.7514107783641147,0.0938522995710315,-0.7467246577928444,0.0380650394513678,-0.7308070073225371,0.044250627433131,-0.5574400076698734,-0.0120599386170788,-0.7215984475061797,-0.0034068284049848,-0.5340366508915971,0.0100780890433774,-0.3788974823292283,-0.1423183622406037,-0.523567191747757,-0.2299855823876278,-0.6948860238169645,-0.2886741645031772,-0.814973010506231,-0.3300122816697985,-0.94066838726674
